date_of_birth,given_name,surname,street_number,address_1,address_2,suburb,postcode,state,soc_sec_id,cluster id
1989/07/21,bayley,wickel,27,rushbrook circuit,marloo caravn park,port elliot,2487,nsw,8338862,febrl3-cl-775
1910/09/20,keelin,priest,53,albermarle place,kyeema,beaumaris,4506,wa,7236512,febrl3-cl-776
1979/08/21,charlie,block,10,mulga street,dalkeith cottage,toorak,7190,sa,2643187,febrl3-cl-777
1946/01/18,jacob,reid,8,daley crescent,,frankstpn,4507,act,2644532,febrl3-cl-778
1902/03/25,danik a,alhabsji,2,ewing street,oak dale,toowoomba,2161,vic,2643761,febrl3-cl-779
1996/09/04,campbell,golder,12,affleck place,mlc centre,st albans,3149,qld,6563705,febrl3-cl-780
1946/09/09,grace,morrison,66,quinlivan crescent,greengrove,caulfield north,4120,vic,3999669,febrl3-cl-781
1951/08/06,sarsha,held,24,lampard circuit,emerald garden,golden bay,2447,vic,3710651,febrl3-cl-782
1915/05/03,liam,schuster,,ebenezer street,ardros san,malvern,4034,tas,3712942,febrl3-cl-783
1904/08/24,maliah,rickett,148,sinclair street,brumbys run,salisbury east,3070,nsw,3712385,febrl3-cl-784
1954/01/18,noah,weller,174,swanton street,morago,valentine,7305,nsw,7771880,febrl3-cl-785
1939/02/10,jacob,ryan,172,davidson street,lakeside manor,brisbane,6167,nsw,9826543,febrl3-cl-786
1931/08/29,benjamin,campbell,11,lott place,brandywine stud,kingston,3125,nsw,2258776,febrl3-cl-787
1921/05/03,alyssa,clarke,97,merfield place,the meadows,bull creek,2830,act,2257500,febrl3-cl-788
1971/07/08,mackinley,rees,93,oman place,locn 2192,parmelia,3084,wa,5830377,febrl3-cl-789
1959/01/27,thomas,simmonds,17,lyall crescent,,berrimah,3163,nsw,2772828,febrl3-cl-790
1977/11/09,hindess,hindess,45,gledden street,nairn lodge,clarence park,4703,qld,1089096,febrl3-cl-791
1917/12/15,john,hamblin,27,wallace place,claymore springs,woy woy,6758,vic,1084423,febrl3-cl-792
,diamond,bishop,22,mcbryde crescent,camara,valley view,2049,nsw,1088643,febrl3-cl-793
1913/01/09,ethan,van engelenhoven,94,alberga street,arnwood,padstow,2448,nsw,1081903,febrl3-cl-794
1929/07/15,ned,george,4,colborne place,rosedale,maryborough,2221,wa,5389901,febrl3-cl-795
1909/04/25,taars,pegg,32,edmondson street,crowden,kiara,2528,qld,5385357,febrl3-cl-796
1949/08/31,reeve,coulson,77,macedon crescent,the meadows,springwood,5125,nsw,3468281,febrl3-cl-797
1903/04/04,cassandra,leoanrdi,62,clarkson street,yandar ms 582,ringwood,2281,nsw,2485158,febrl3-cl-798
1907/12/14,edward,locyk,57,,northbourne,auvurn,4030,nsw,1552547,febrl3-cl-799
1929/07/10,madisono,matthews,4,sugarloaf circuit,bonny doon,burpengary,2090,vic,1551042,febrl3-cl-800
1982/12/18,camefon,clarke,39,fihelly street,skerman chambers,,2200,nsw,1553578,febrl3-cl-801
1936/08/16,michael,lierach,29,hallstrom circuit,lazy acres,northampton,4405,nsw,8185284,febrl3-cl-802
1962/12/26,lily,hoang,16,harpur s treet,robgill farm,camden,2444,wa,6810521,febrl3-cl-803
1962/05/21,lachlan,hersey,26,southern cross drive,teazles,frankston,2065,sa,8117786,febrl3-cl-804
1963/01/05,alexander,miles,184,rowntree crescent,solit aire,auburn,2011,nsw,8113333,febrl3-cl-805
1986/02/08,james,quimnzi,6,fawkner street,streanshalh,yasls,3142,tas,9289559,febrl3-cl-806
1919/04/11,jack,broadby,38,davies place,glanworth station,colonel light gardens,2226,nsw,9327822,febrl3-cl-807
1935/07/07,zarran,bradshaw,89,carnegie crescent,,,6147,vic,7831798,febrl3-cl-808
1959/06/07,richmond,richjond,135,kalgoorlie crescent,peppertree,lilydale,3031,nsw,5444497,febrl3-cl-809
1914/04/10,james,warneke,56,namadgi circuit,carrangarra,dalby,3000,nsw,5449129,febrl3-cl-810
1960/06/28,kimberly,pavli,346,pennefather street,,north sydney,3056,nsw,1529118,febrl3-cl-811
1997/09/13,sam,webb,17,bacchus circuit,lakewood estate,dianella,3724,nsw,7194532,febrl3-cl-812
1922/07/13,mitchell,chanter,1,learmonht drive,bayview towers,benowa,3150,qld,7191519,febrl3-cl-813
1998/04/02,broc,reid,70,,nevah farm,bayswater north,3128,vic,6892786,febrl3-cl-814
1926/11/08,benjamin,lowe,96,macleay street,morocco,wanneroo,2530,vic,5606231,febrl3-cl-815
1956/07/28,kate,wheatley,,tanderra crescent,the willows,forest hill,2472,tas,5603742,febrl3-cl-816
1989/01/05,tess,baugh,82,waterhouse street,oakbank,gorokan,5029,vic,5606814,febrl3-cl-817
1990/04/23,finey,vincent,59,galway place,pieracle,,2420,vic,9566651,febrl3-cl-818
1916/05/08,amy,ryan,49,dallas place,the villas north,surfers paradise,2570,qld,6494659,febrl3-cl-819
1956/10/05,sena,sea,7,beazley crescent,tintagel,broadford,4076,act,2726910,febrl3-cl-820
1925/06/17,jordan,vaile,12,mullan street,rosewynne,mansfield,4152,qld,7672358,febrl3-cl-821
,blake,moody,,studley street,rose vale,riverwood,4869,qld,4137787,febrl3-cl-822
1978/07/20,lochlan,malor,10,albermarle place,ponderosa,woori yallock,5355,qld,7679335,febrl3-cl-823
1939/08/14,emiily,skeen,280,belconnen way,location 6656,templars,2133,sa,4133934,febrl3-cl-824
1987/09/11,cambell,de la cruz,373,wirraway crescent,boxgrove,balaklava,2111,nsw,4131610,febrl3-cl-825
1926/11/16,arabella,stubbs,64,ringrose crescent,the park,st huberts island,5007,wa,7685033,febrl3-cl-826
1994/04/26,max,white,47,bendigo street,mater professional centre,samford,3674,nsw,7687209,febrl3-cl-827
1906/10/14,spy ke,morrison,172,magenta square,parklands village,geraldton,3352,qld,7686370,febrl3-cl-828
1922/07/22,brodir,coulson,21,kirwan circuit,mason street,monto,6076,nsw,3079148,febrl3-cl-829
1976/06/07,jesse,tenant,33,baldwin drive,anzac house cnr archer s street,mansfield,2500,nsw,9948416,febrl3-cl-830
1924/07/09,jaggah,waller,26,murray crescent,hayfield vlge,ferryden park,2015,nsw,9945221,febrl3-cl-831
1999/10/09,casey,pacey,22,officer crescent,ken hunter lodge,carlingford,6105,wa,1859104,febrl3-cl-832
1936/11/03,holly,webb,21,vansittart crescent,mannafields farm,coomallo,3047,wa,6664841,febrl3-cl-833
1925/08/17,angus,roas,62,gormansto crescent,mlc centre,kiruwah,3350,sa,2655081,febrl3-cl-834
1950/07/13,ruby,dixon,124,fisken crescent,post office road,ballarat north,3179,vic,2654777,febrl3-cl-835
1939/12/23,marco,maleszka,6,genoa street,winrae,exeter,2251,vic,9915886,febrl3-cl-836
1908/01/31,imogen,braithwaite,15,rosman circuit,summerdale mepdical centre,nhill,7173,qld,9913172,febrl3-cl-837
1976/08/20,sybella,veit,46,gilirukcrescent,surfers hawaiian,oakleigh,2176,qld,4954146,febrl3-cl-838
,eliza,haack,8,castleton crescent,foxlea,possum creek,3123,vic,4953359,febrl3-cl-839
1986/04/15,benjamin,webb,10,giliruk crescent,cherry court,balwyn north,3622,nsw,1396032,febrl3-cl-840
1981/09/11,callum,finlay,1,ebenezer street,arcadia,craigmore,4461,nsw,2783111,febrl3-cl-841
1993/03/24,joshua,harbottle,1,mainwaring rich circuit,uralgurral,belmont,5098,qld,2785166,febrl3-cl-842
1963/12/25,mia,stephenson,37,nivison place,treetops,knoxfield,3137,sa,2780926,febrl3-cl-843
1926/05/18,coby,berry,27,heagney crescent,,cremorne,3078,vic,1390881,febrl3-cl-844
1995/10/22,alex,kranz,10,ogden close,aintree,kirribilli,5290,vic,8620763,febrl3-cl-845
1993/09/10,sarah,coffey,3,pearson street,broombir stud,ramornie,2209,vic,8625251,febrl3-cl-846
1952/11/30,bianca,wyllie,4,folingsby street,villa 3,woodcroft,3196,sa,6347027,febrl3-cl-847
1919/09/08,michaela,scrimgeour,6,bootle place,lillydale,mount ituart,3931,qld,7520570,febrl3-cl-848
1922/11/20,tabitha,mcgirr,8,longerenong street,berkeley vlge,barmera,4218,act,6798307,febrl3-cl-849
1973/08/13,karli,millar,1,bonney street,st francix vlge,preston,4814,vic,3731194,febrl3-cl-850
1912/11/19,elizabeth,stephenson,56,hallen close,warra,kununurra,4127,nsw,4481240,febrl3-cl-851
1933/11/30,daniel,jardine,16,lanley square,,normanton,2580,act,1885743,febrl3-cl-852
1984/03/23,lucas,ryan,71,walker crescent,brackengrae,belrose,5024,vic,6371124,febrl3-cl-853
1961/06/22,isabella,bradshaw,34,shenton crescent,heritage est,barwon heads,2261,vic,6315479,febrl3-cl-854
1943/12/31,mitchell,quilliam,30,bromell circuit,paradise lake resort,pingelly,2040,qld,6372652,febrl3-cl-855
1920/03/30,graxe,mason,44,henty street,,port macquarie,2370,tas,6370721,febrl3-cl-856
1906/02/11,xavier,willng,72,blackbutt street,upa cottages,raceview,2506,nsw,4023184,febrl3-cl-857
1913/12/05,kaitlyn,pizanias,8,sheaffe street,nunton,kemps creek,2502,nsw,4026380,febrl3-cl-858
1986/08/06,emmet,george,,curtin shoping centre,palm lake resort,newington,4860,sa,4029448,febrl3-cl-859
1922/04/19,melinda,walch,433,sage close,cresde n 12182,toowong,2549,vic,4495651,febrl3-cl-860
1973/10/03,zachary,clarke,2,port jackson circuit,masonic memorial village,minchinbury,4470,sa,4301419,febrl3-cl-861
,lucy,cla rke,1,kriewaldt circuit,rosehill,torquay,3084,sa,4309304,febrl3-cl-862
1983/12/30,maoga,talissa,13,currong wtreet,glen quoin,mirrabooka,6401,vic,5562808,febrl3-cl-863
1966/04/16,liam,grubb,63,rowellsplace,argyle,kotara south,3002,qld,6643838,febrl3-cl-864
1989/12/03,oliver,blake,8,outtrim avenue,hd allenby,st luia,2298,qld,4307988,febrl3-cl-865
1949/04/14,tegan,crossman,53,hazelwoodpgarden,rocklands street,highton,3996,vic,4302040,febrl3-cl-866
1906/10/28,tryo,laing,55,tidbinbilla road,tourist park,huonville,2088,vic,5565222,febrl3-cl-867
1975/02/02,xepheren,everett,90,packer street,yonda pines,bulimba,4370,sa,6641961,febrl3-cl-868
1951/09/14,ethan,pringle,2,oconnell street,canberra hse,urana,5108,tas,6472293,febrl3-cl-869
1947/12/03,nathan,morrison,59,peppin place,,eaglehawk,6172,qld,5567390,febrl3-cl-870
1957/01/15,zakariah,campbell,19,loder place,eden park,rowville,3040,sa,4301812,febrl3-cl-871
1964/10/29,spyke,karlsen,4,northam street,aptmt 206,southbank,2320,wa,5567470,febrl3-cl-872
1965/11/03,cehlea,meaows,86,,st francis village,surfers paradise,7352,vic,7080277,febrl3-cl-873
1994/08/14,jack,mcgurk,33,marrawah street,,frenchs forest,3462,nsw,7084883,febrl3-cl-874
1971/03/27,helen,ebert,2,garratt street,braeburn,aspley,2024,vic,2510937,febrl3-cl-875
1994/07/27,mikhaili,petersen,1,mcluckie rescent,carron vale,swan hill,3124,qld,2517828,febrl3-cl-876
1933/05/05,ryan,matthews,66,leist stfreet,clarence chambers,torquay,3549,wa,6234085,febrl3-cl-877
1962/04/19,james,ryan,5,alston street,myliton,lake cathie,4461,wa,2349088,febrl3-cl-878
1950/11/14,melissa,redmond,11,alroy circuit,braemore,long jetty,4852,sa,7547575,febrl3-cl-879
1922/07/12,lachlan,butt,,follett street,eldwick,corowa,4065,nsw,1863874,febrl3-cl-880
1959/02/05,matthews,matthews,19,barlee p lace,goughsbay,eight milecplains,6210,nsw,1868981,febrl3-cl-881
1946/05/13,andrew,gilbertson,116,anembo street,apt 312 the rock wall,nedlands,4702,nsw,1862712,febrl3-cl-882
1990/11/09,joshua,morrison,22,santalun street,sec 202,kyabram,5044,sa,7276151,febrl3-cl-883
1943/11/10,silas,butter,1,tubruubcca,burkitt s treet,canley vale,2031,nsw,7275629,febrl3-cl-884
1987/10/31,anthony,vijiaraj,26,moon place,crower,chinchilla,5453,qld,7277540,febrl3-cl-885
1958/11/06,de vmga,kayne,25,canna n crescent,glen rock,rivett,4020,vic,7272068,febrl3-cl-886
1960/05/15,zoe,gajda,35,eddison place,rosebrook,concord,6058,nsw,2599162,febrl3-cl-887
1931/07/15,tayla,green,38,kambalda crescent,ambervale,bonville,2905,vic,2230673,febrl3-cl-888
1931/12/18,oliver,sal,25,mcmillan crescent,halls of residence monash university,coffs harbour,7310,qld,7369494,febrl3-cl-889
1917/07/26,samantha,sofen,3,magenta square,billamein,vale park,3054,nsw,7365496,febrl3-cl-890
1939/04/10,xani,green,2,phillip avenue,abbey green,armidale,5108,nsw,9201057,febrl3-cl-891
1920/12/31,talia,hilton,11,rosella street,,camperdown,3752,vic,9206639,febrl3-cl-892
1982/07/24,samuel,voivodich,43,manton place,brentwoo d vlge,buddina,4218,nsw,2733496,febrl3-cl-893
1965/02/26,david,goldswprthy,8,palmer street,kilburnie,caulfield north,2200,vic,3383985,febrl3-cl-894
1978/03/27,jessica,faull,10,paul coe crescent,gainsbury cnr waldegrove r road,noble park,2844,sa,7914821,febrl3-cl-895
1958/09/21,rile,lodge,22,chuculba c rescent,yarramine park,lower templestowe,2199,vic,7498288,febrl3-cl-896
1956/09/10,leo,robson,13,nullagine street,,ingham,3804,vic,7184177,febrl3-cl-897
1994/06/23,adam,eveston,11,kirkland circuit,warrawong,,2192,act,7493662,febrl3-cl-898
1911/10/01,sophie,nicolle,112,garling street,spring creek,kotara,4740,nt,7492384,febrl3-cl-899
1939/10/02,meagan,mcphie,3,groom street,wonba,box hill south,4350,qld,7916971,febrl3-cl-900
1947/10/17,zane,wilkins,,jervois street,cerbrus,coolaroo,6208,nsw,7918563,febrl3-cl-901
1998/05/05,noah,weavell,20,bromell circuit,eveston park,new town,3934,tas,7187048,febrl3-cl-902
1922/09/17,liam,shoben,13,sheehy street,part sect 231,kardinya,3182,qld,4177703,febrl3-cl-903
1960/01/25,sophie,heron,4,milari s treet,cascina,ripley,2006,vic,8214496,febrl3-cl-904
1941/01/17,reece,miels,75,woronora street,wandearah,leslie vale,3101,nsw,4643316,febrl3-cl-905
1988/05/06,amelia,blake,1,halfrey circuit,mt pleaaant,shoalhaven heads,6162,sa,4642758,febrl3-cl-906
1950/02/02,noah,mason,5,,st james,burwood,2142,sa,8983319,febrl3-cl-907
1997/06/18,jasmne,hodgeens,399,burttcrescent,yammacoona,maryborough,6006,qld,8417307,febrl3-cl-908
1927/10/07,anita,liesegang,139,fossey street,merrocroft,carole park,5070,vic,6982808,febrl3-cl-909
1935/09/06,judah,jeffries,,condamine street,tinaroo falls,canterbury,2162,nsw,6982133,febrl3-cl-910
1900/09/19,jaykob,clarke,75,mileham st reet,kimbreley,dalby,2107,wa,9245172,febrl3-cl-911
1946/12/03,travis,gearman,12,birdwood street,sunny brees,chatham,5353,nsw,9247527,febrl3-cl-912
1912/12/06,sarah,gukulurruwuy,6,barrow p lace,elston,ryfde,3064,wa,9247927,febrl3-cl-913
1970/02/07,sophie,mason,26,untz1,may mills close,craigomre,2622,nsw,1317086,febrl3-cl-914
1992/10/15,jade,browne,12,noble close,circle h,avoca,3180,qld,1314590,febrl3-cl-915
1912/02/08,jessica,anjewierden,6,duffy sgreet,kianinny cabins,bongasre,2227,qld,7536704,febrl3-cl-916
1900/10/07,zarran,fenwikc,113,thom crescent,wallendoon station,mount evelyn,6163,tas,4000010,febrl3-cl-917
1909/01/04,julia,gascoigne,43,langdon avenue,clarkwood,st clair,5163,nsw,4002060,febrl3-cl-918
1901/04/14,karla,rump,39,hilder street,killarney,normanhurst,3219,wa,1507919,febrl3-cl-919
1936/09/20,kazuki,whitea,5,ijong dtreet,john curtin hostel,carrum,3616,vic,4008186,febrl3-cl-920
1987/07/22,lachlan,carmody,6,sheehan street,avenel,terrigal,2767,wa,7537783,febrl3-cl-921
1947/01/01,zachary,owerko,4,bendigo street,maroubra beach,maclean,2756,vic,4914201,febrl3-cl-922
1931/02/18,caleb,kiss,21,pialligo avenue,caravn park,dandenon g north,2530,vic,3431125,febrl3-cl-923
1933/10/09,ethan,campbell,30,reuther street,,moorook,4700,nsw,3430363,febrl3-cl-924
1983/09/26,daniel,rodaro,1,livingston avenue,st francis room,mooroolbark,3977,qld,8979554,febrl3-cl-925
1935/11/02,joel,ejlak,61,eppalock street,brentwood vlge,taigum,2644,nsw,1021508,febrl3-cl-926
1994/07/29,kelsy,charman,46,hobbs street,cornucospia,tomakin,4820,vic,1026581,febrl3-cl-927
1966/09/15,riley,iacopetta,21,girdlestone circuit,,yackandandah,3797,qld,1021033,febrl3-cl-928
1992/07/06,liam,waller,37,blacket street,old purrawunda,st kilda east,3221,wa,7876568,febrl3-cl-929
1942/06/04,bradley,bishop,13,newman morris circuit,shiloah,wickepin,2711,wa,2961043,febrl3-cl-930
1971/03/21,ronan,anthomy,100,newman morris circuit,old lake thotel,chittering,2148,vic,5778625,febrl3-cl-931
1970/11/03,kyle,bizjak,60,ferrier p lace,yarrimbah,boyanup,3074,nsw,5773280,febrl3-cl-932
1933/03/23,willow,bennell,82,holyman s treet,walea,wetherill park,3030,qld,6683840,febrl3-cl-933
1970/01/02,caleb,grigs,108,dookie sxtreet,pmb 63,berala,2456,vic,9579474,febrl3-cl-934
1996/08/16,brooke,nguyen,98,,chobe,yarraville,2107,wa,9574103,febrl3-cl-935
1919/01/14,warrick,paine,7,clive steele avenue,denny downs,cowan,2048,nsw,6712492,febrl3-cl-936
1904/05/10,amy,maie r,210,amagulacavenue,villa 56,brisb ane,3189,wa,2004573,febrl3-cl-937
1963/07/21,lachlan,mcdermid,24,london i rcuit,terawah station,clareville,3677,nsw,2005942,febrl3-cl-938
1955/08/06,carlin,dabinet,8,holden place,swinger hill,southern river,2730,sa,9757461,febrl3-cl-939
1956/01/11,nicholas,cavanaugh,9,rodway street,canberra hse,cronulla,3130,wa,2181923,febrl3-cl-940
1970/01/06,flynn,weller,23,woollum street,allunga,surrey hills,2870,qld,9438862,febrl3-cl-941
1991/11/12,liam,thorpe,8,paul coe crescent,kianinny cabins,penrith,2204,nsw,9435582,febrl3-cl-942
1908/11/28,madeline,mason,54,hoseason street,lakefront retrmnt vlge,granville,4818,nsw,2185997,febrl3-cl-943
1997/10/16,melanie,bouras,74,inwood place,gorge creek orchards,hoppers crossing,2203,nsw,9221934,febrl3-cl-944
1960/02/13,nathan,challenor,1,wellington street,kinross farm,cronulla,5109,vic,2694239,febrl3-cl-945
1952/12/25,isabella,whitei,80,monaro highway,jarara,beaumaris,2619,nsw,6048503,febrl3-cl-946
1914/08/24,kirra,riddell,23,rene street,medical centre,burpengary,2747,qld,2031372,febrl3-cl-947
1926/06/01,jackaon,prestia,29,priddle sjtreet,mirilla,graceville,3012,qld,5613219,febrl3-cl-948
1992/09/27,william,shepherd,17,horsley crescent,annesley,clayton,2203,qld,8560358,febrl3-cl-949
1984/08/02,brooklyn,naar cafentas,210,duffy street,tourist psrk,berwick,2481,nsw,3624304,febrl3-cl-950
1951/02/21,marley,hentze,94,tardent street,loma langie,seaton,2759,nsw,9837981,febrl3-cl-951
1951/09/21,patrkck,vincent,21,outtrim avenue,glendower,willrtton,2213,nsw,9836975,febrl3-cl-952
1948/10/14,emiily,beams,23,kingscote crescent,cromdzle,warrae,6163,nsw,5500494,febrl3-cl-953
1903/11/21,finn,clarke,330,murranjis treet,the mount,primbee,4101,qld,5509189,febrl3-cl-954
1974/11/13,jacob,dichiera,58,solomon crescent,curtin house,harbord,2602,nsw,5508111,febrl3-cl-955
1932/09/19,sachin,garcia,20,tanderra crescent,villa 2,geraldton,2705,sa,2886997,febrl3-cl-956
1900/03/28,toby,maczkowiack,8,kanooka street,carinya vlge,canley vale,3219,nsw,7799632,febrl3-cl-957
1983/04/14,ryan,emiily,9,barlow street,,condon,4030,nsw,7013840,febrl3-cl-958
1924/11/10,thomas,weidenhofer,3,war veterans hme,woronora street,clayfield,4068,qld,7016655,febrl3-cl-959
1925/02/22,kira,terend,24,barada crescent,,dulwich hill,2529,nsw,3054502,febrl3-cl-960
1990/10/20,coopcer,boyle,10,degraves crescent,,adaminaby,2232,nsw,5310288,febrl3-cl-961
1978/12/15,maxin,hewson,48,ammon place,inglewood,ivanhoe,5048,vic,7902006,febrl3-cl-962
1944/11/01,nicholas,shepherd,36,jerrabomberra avenue,sec 1,altona north,3123,nsw,3789481,febrl3-cl-963
1914/12/02,charlotte,dixon,219,ferber place,mlc centre,geelong west,4810,qld,3783386,febrl3-cl-964
1926/08/26,nacoya,white,16,blake place,st johnof god hospital,young,3228,nsw,3012061,febrl3-cl-965
1925/08/03,caresse,lyden,13,nemarang crescent,sunnyspot farm,nunawading,3199,sa,3017029,febrl3-cl-966
1964/03/14,max,campbell,18,axon street,wandana,vermont,4128,vic,5229727,febrl3-cl-967
1951/09/04,sian,beelitz,3,ashkanasy crescent,miowera,sylvania,5042,nsw,3279804,febrl3-cl-968
1962/09/06,jessica,rivera,14,quick street,jasmine lodge,kingsthorpe,5065,vic,1054434,febrl3-cl-969
1907/06/03,kirra,truslove,,epacrisplace,sunnyview,kirribilli,4500,wa,7140227,febrl3-cl-970
1910/11/21,hinks,brandon,10,goossensg place,allanvale,rostrevor,4109,vic,7142384,febrl3-cl-971
1967/02/27,joshua,campbell,12,ballumbir street,hornby lighthouse,harbord,3198,vic,6114246,febrl3-cl-972
1902/10/05,william,furness,16,dexter street,strena rea,westmedows,4568,sa,6115098,febrl3-cl-973
1928/11/25,jared,jolly,84,macarthur avenue,nareen gardens hostel,floreat,2290,nsw,7406558,febrl3-cl-974
1916/10/17,domenique,paterson,15,lubuma place,merewether public school,greensborough,3138,qld,4975843,febrl3-cl-975
1986/08/17,meagan,watkins lyall,78,clancy street,,broken hill,4169,sa,5297907,febrl3-cl-976
1962/07/15,shantal,mckinnpll,1,mceachern crescent,blueberry,ruse,2324,qld,5127261,febrl3-cl-977
1902/08/03,zachariah,morcom,8,dixon drive,bletchly park,toowoomba,2068,wa,1961455,febrl3-cl-978
1995/02/03,harriet,hagw,40,togo place,caravn park,vale park,2300,nsw,1149839,febrl3-cl-979
1986/01/28,heather,white,97,doonkuna street,millenium towers,vermont,3822,vic,6026159,febrl3-cl-980
1954/07/01,roles,brooklyn,115,davice place,lassa an,aubrun,3216,vic,7584791,febrl3-cl-981
1939/08/30,ayden,white,7,dines place,ocean park towers,garran,2506,vic,7585098,febrl3-cl-982
1938/10/23,emiily,redmond,10,woodhouse place,wahonga,firle,3717,vic,3563291,febrl3-cl-983
1996/02/09,trey,ballantyne,425,wynter place,belmore river,labertouche,4124,vic,3163579,febrl3-cl-984
1972/07/28,anastasia,green,,erindale drive,villa 102,portarlnigton,2285,nsw,3163862,febrl3-cl-985
1903/09/26,nicole,carbone,46,schlich street,simpson army barracks,toowoomba,3000,wa,8190756,febrl3-cl-986
1982/08/27,jack,belperio,198,mccaughey street,caravn park,mcleans ridges,4161,nsw,3604688,febrl3-cl-987
1935/06/24,beckwith,tess,13,musgravestreet,dale view,caloundta west,2905,wa,3602593,febrl3-cl-988
1981/11/21,madeline,purtell,110,denns street,,frankuin,4570,qld,3603598,febrl3-cl-989
1949/09/21,charlee,hugelmann,8,martley circuit,eddington,mosman,4802,sa,6939061,febrl3-cl-990
1944/07/20,william,pasceo,4,messenger street,brownes reef,coffs harbour,4670,nsw,6935665,febrl3-cl-991
1932/07/14,joshua,kirimovs,19,slessor crescent,anglican guest village,christie downs,5041,vic,6007331,febrl3-cl-992
1909/06/13,woolger,isaac,9,ashburton circuit,kookaburra village,buniyp,5022,vic,6001508,febrl3-cl-993
1986/08/14,ciaarn,nguyen,12,woollum dthreet,molinev illage,berwick,6157,qld,9056035,febrl3-cl-994
1943/03/29,victoria,white,20,parker street,moy,calliope,4514,sa,3459225,febrl3-cl-995
1957/09/11,darcie,priest,66,sid barnes crescent,kinglake central,dianella,3011,vic,5032178,febrl3-cl-996
1907/01/03,,rundle,2,eaglemont retreat,laalgaryhs,prospect,6168,qld,7881088,febrl3-cl-997
1936/09/19,kylee,papageorgiou,14,bunton place,wyoming park,northbridge,2700,vic,7078377,febrl3-cl-998
1923/02/09,jurlia,rayn,3,schlichj street,ocean stavrillas,lower templestowe,6285,vic,7077889,febrl3-cl-999
1921/07/23,timothy,bellchambers,,buggy crescent,medical centre,pymble,2323,vic,6606450,febrl3-cl-1000
1919/11/08,kimberly,baillie,27,agnew street,cuthberts court,nicholls,3109,qld,2602138,febrl3-cl-1001
1964/11/27,bethanie,reid,48,rosedale,maxworthy street,koongal,4210,qld,1011753,febrl3-cl-1002
1910/09/26,nathan,kunik,15,bunduluk crescent,aremar,ashfield,3149,nsw,5880341,febrl3-cl-1003
1936/03/19,ella,burnell,30,adkinson close,leith,auburn,4558,qld,9860719,febrl3-cl-1004
1943/10/04,tuscany,vinemt,26,coranderrkustreet,torrens grove estate,irymple,4814,nsw,8062541,febrl3-cl-1005
1936/08/31,todd,jolly,50,burkitt street,melima,ermington,4226,wa,8156002,febrl3-cl-1006
1942/03/13,spencer,royans,24,yarra street,katalina forrest,taree,3820,act,8155837,febrl3-cl-1007
1913/06/01,kelsey,nguyen,11,champion place,rosebrook,boronia heights,2036,nsw,8154269,febrl3-cl-1008
1954/11/29,madison,madison,57,southlands shops,yellow dam,humpty doo,6110,tas,9104054,febrl3-cl-1009
1965/07/16,lillian,noble,20,mcclelland avenue,villa 2,cable beach,4211,wa,9102917,febrl3-cl-1010
1934/11/13,rebekah,modystach,34,tauss place,pyramid cara park,iluka,2216,nsw,8796023,febrl3-cl-1011
1913/01/18,lukas,hannagan,12,mundawari circuit,nimmie,kaleen,2632,vic,8794152,febrl3-cl-1012
1923/01/29,bre,reid,3,gooromon ponds road,eldwick,rocky point,6155,nsw,8794990,febrl3-cl-1013
1984/12/05,brooklyn,rees,77,kingsmill street,willandra,cabramata,2035,vic,9674605,febrl3-cl-1014
1958/09/02,jacob,rees,18,beazley crescent,wiluna,burnie,3134,nsw,9679326,febrl3-cl-1015
1902/05/15,sarah,mchenry,528,bullock circuit,john flynn medical centre,batlow,4564,vic,2024964,febrl3-cl-1016
1922/06/01,kyra,wilde,26,groom street,binbimbie,young,3889,qld,6073461,febrl3-cl-1017
1972/04/23,coleman,jaiden,47,radcliffej street,fernbank,concord,4550,vic,6077956,febrl3-cl-1018
1984/01/31,abby,robson,19,anzac park,chanak,ettalong,3149,qld,7511641,febrl3-cl-1019
1912/07/10,tara,rolilns,11,bonwick place,the lodge,surrey heills,8210,nsw,7514831,febrl3-cl-1020
1932/01/11,jasper,green,,glasgow fptreet,barrcalear,broomd,4066,nsw,7933243,febrl3-cl-1021
1953/08/23,sophie,lodiong,90,magrath crescent,beaudesert cra avan park,ballina,4051,nsw,5266216,febrl3-cl-1022
1911/04/05,caleb,hage,34,mcdermott street,dallyn,yamba,4350,act,5267640,febrl3-cl-1023
1909/03/20,noblke,daniel,519,blakey close,farm cottage,bellevue hill,4035,vci,8724523,febrl3-cl-1024
1906/03/15,bianca,shepherd,22,newdegate street,burbong cottage,fairy hill,2069,qld,3375779,febrl3-cl-1025
1979/01/09,kaitlin,fitzpatrick,4,tenison woods circuit,navillus,corrimal east,2099,vic,4932458,febrl3-cl-1026
1980/07/05,michaela,gabbert,580,jandamar ra street,goolwa cottage,rochedal e south,4113,nsw,6966974,febrl3-cl-1027
1956/02/06,samantha,moskwa,28,phillip avenue,riverpark,bacchus marsh,2282,sa,8546803,febrl3-cl-1028
1917/12/11,luke,lauriekr,16,dryandra street,ruthvents treet,craig more,4217,nsw,8542355,febrl3-cl-1029
1945/06/19,andrea,brokenshire,3,sturdee crescent,,birmingham gardens,2455,nsw,2381532,febrl3-cl-1030
1923/12/30,shana,lanye,164,whalan place,shadoofl odge,preston,5280,vic,4329053,febrl3-cl-1031
1967/05/21,jayden,millar,8,jardine s treet,rocklea,penshurst,2069,sa,4322749,febrl3-cl-1032
